timestamp,asset_id,temp_sensor_A1,humidity_sensor_A1,waterproof_temp_A2,ultrasonic_distance_A3,flow_rate_A4,failure
2025-04-01 02:30:00,A1,22.797555085795036,47.190193120618204,,,,0
2025-04-01 02:35:00,A4,,,,,7.777976043785995,0
2025-04-01 02:40:00,A2,,,57.68105390218058,,,0
2025-04-01 02:45:00,A3,,,,114.24791322843099,,0
2025-04-01 02:50:00,A4,,,,,9.655053174930584,0
2025-04-01 02:55:00,A4,,,,,1.7462802355441434,1
2025-04-01 03:00:00,A3,,,,123.63874425777324,,0
2025-04-01 03:05:00,A4,,,,,9.66849354375759,0
2025-04-01 03:10:00,A4,,,,,7.17870298710391,0
2025-04-01 03:15:00,A2,,,52.557446661592216,,,0
2025-04-01 03:20:00,A1,28.187352557386607,55.855341697834056,,,,0
2025-04-01 03:25:00,A1,23.759869109892474,38.92596998105886,,,,0
2025-04-01 03:30:00,A2,,,64.54447435460753,,,0
2025-04-01 03:35:00,A4,,,,,7.9210362078433025,0
2025-04-01 03:40:00,A4,,,,,7.447604043830006,0
2025-04-01 03:45:00,A4,,,,,6.600757604243017,0
2025-04-01 03:50:00,A1,22.917213155103735,40.34642423336846,,,,0
2025-04-01 03:55:00,A1,20.317475296590683,42.59890083092562,,,,0
2025-04-01 04:00:00,A3,,,,87.25355537067499,,0
2025-04-01 04:05:00,A3,,,,163.6067773702939,,1
2025-04-01 04:10:00,A4,,,,,10.55167469907888,1
2025-04-01 04:15:00,A2,,,55.02498384864806,,,0
2025-04-01 04:20:00,A1,25.03099368669916,47.024086091101395,,,,0
2025-04-01 04:25:00,A3,,,,88.59659959403301,,0
2025-04-01 04:30:00,A2,,,47.311823715516475,,,0
2025-04-01 04:35:00,A2,,,57.03469912441464,,,0
2025-04-01 04:40:00,A1,20.414176707517218,53.89535305639484,,,,0
2025-04-01 04:45:00,A4,,,,,10.511599526575388,1
2025-04-01 04:50:00,A3,,,,87.9776350455918,,0
2025-04-01 04:55:00,A2,,,57.5691096472226,,,0
2025-04-01 05:00:00,A1,18.07494182157994,38.506270857449955,,,,1
2025-04-01 05:05:00,A2,,,35.88933518305359,,,1
2025-04-01 05:10:00,A2,,,58.78658264419179,,,0
2025-04-01 05:15:00,A4,,,,,9.843218112538727,0
2025-04-01 05:20:00,A2,,,49.52361288736063,,,0
2025-04-01 05:25:00,A4,,,,,6.721716273630877,0
2025-04-01 05:30:00,A3,,,,83.77307498440257,,0
2025-04-01 05:35:00,A4,,,,,3.767580790770773,1
2025-04-01 05:40:00,A3,,,,141.21346547302798,,1
2025-04-01 05:45:00,A2,,,72.71842264606222,,,1
2025-04-01 05:50:00,A1,24.998719310695122,58.5418314582222,,,,0
2025-04-01 05:55:00,A1,22.9223814820689,42.22738418361279,,,,0
2025-04-01 06:00:00,A1,28.51739925358553,45.44761017006262,,,,0
2025-04-01 06:05:00,A3,,,,116.41609433067832,,0
2025-04-01 06:10:00,A2,,,54.32423764598929,,,0
2025-04-01 06:15:00,A4,,,,,7.703241492249279,0
2025-04-01 06:20:00,A4,,,,,8.413807001539302,0
2025-04-01 06:25:00,A2,,,39.30892865503881,,,1
2025-04-01 06:30:00,A3,,,,115.87091744876965,,0
2025-04-01 06:35:00,A4,,,,,10.231852325439782,0
2025-04-01 06:40:00,A1,28.38141238122192,52.05902998567682,,,,0
2025-04-01 06:45:00,A1,32.680773870803904,64.96029796674974,,,,1
2025-04-01 06:50:00,A1,25.775411684413015,35.29037701553148,,,,0
2025-04-01 06:55:00,A2,,,65.2759291861065,,,0
2025-04-01 07:00:00,A2,,,62.19761591156099,,,0
2025-04-01 07:05:00,A3,,,,98.65090055937458,,0
2025-04-01 07:10:00,A1,27.252614063679758,56.74462690713871,,,,0
2025-04-01 07:15:00,A1,31.978963347180503,66.90005341817566,,,,1
2025-04-01 07:20:00,A1,24.535158027188686,44.75583839989846,,,,0
2025-04-01 07:25:00,A2,,,43.76224137930359,,,0
2025-04-01 07:30:00,A4,,,,,7.159299035404541,0
2025-04-01 07:35:00,A4,,,,,8.512745886362742,0
2025-04-01 07:40:00,A2,,,43.57324399154391,,,0
2025-04-01 07:45:00,A4,,,,,7.953556655840397,0
2025-04-01 07:50:00,A4,,,,,9.329481164439994,0
2025-04-01 07:55:00,A4,,,,,5.938435180502476,0
2025-04-01 08:00:00,A3,,,,91.87035165673763,,0
2025-04-01 08:05:00,A1,28.805236298495945,53.192528333907106,,,,0
2025-04-01 08:10:00,A1,23.743024078912317,53.659957985590125,,,,0
2025-04-01 08:15:00,A1,11.559648880637612,34.258627465057906,,,,1
2025-04-01 08:20:00,A2,,,28.75364347246893,,,1
2025-04-01 08:25:00,A2,,,77.03881014502697,,,1
2025-04-01 08:30:00,A2,,,68.15596897524226,,,0
2025-04-01 08:35:00,A2,,,66.09872229171623,,,0
2025-04-01 08:40:00,A1,25.445077128719937,43.80268568935309,,,,0
2025-04-01 08:45:00,A4,,,,,5.843235948351987,0
2025-04-01 08:50:00,A3,,,,86.52121391872797,,0
2025-04-01 08:55:00,A2,,,56.593714397218534,,,0
2025-04-01 09:00:00,A3,,,,70.31408372644144,,0
2025-04-01 09:05:00,A4,,,,,13.735406596951892,1
2025-04-01 09:10:00,A4,,,,,8.179923186099476,0
2025-04-01 09:15:00,A1,32.28244920594161,64.58693631618945,,,,1
2025-04-01 09:20:00,A1,36.27198023146117,73.80460482849915,,,,1
2025-04-01 09:25:00,A3,,,,103.33264239333617,,0
2025-04-01 09:30:00,A2,,,51.1405713548373,,,0
2025-04-01 09:35:00,A2,,,61.814770832800015,,,0
2025-04-01 09:40:00,A3,,,,120.24312299537038,,0
2025-04-01 09:45:00,A1,28.8958942144662,38.92447200006067,,,,0
2025-04-01 09:50:00,A3,,,,93.72185582937635,,0
2025-04-01 09:55:00,A1,27.610418486601493,37.09331691993606,,,,0
2025-04-01 10:00:00,A2,,,49.61781574038649,,,0
2025-04-01 10:05:00,A1,30.864556477927913,51.69620601184061,,,,0
2025-04-01 10:10:00,A2,,,50.677059783081475,,,0
2025-04-01 10:15:00,A2,,,54.648181222965064,,,0
2025-04-01 10:20:00,A2,,,56.834310031747115,,,0
2025-04-01 10:25:00,A3,,,,100.90202093172311,,0
2025-04-01 10:30:00,A3,,,,107.76037329954627,,0
2025-04-01 10:35:00,A1,12.880446409275507,38.432848427443005,,,,1
2025-04-01 10:40:00,A1,24.27926618411889,35.04142788553174,,,,0
2025-04-01 10:45:00,A2,,,70.1327204440377,,,0
2025-04-01 10:50:00,A3,,,,103.15412183943685,,0
2025-04-01 10:55:00,A4,,,,,7.604979239272107,0
2025-04-01 11:00:00,A4,,,,,8.470432605502424,0
2025-04-01 11:05:00,A1,28.28779380008322,63.49528882323735,,,,1
2025-04-01 11:10:00,A2,,,52.998678111218,,,0
2025-04-01 11:15:00,A3,,,,88.08613285398964,,0
2025-04-01 11:20:00,A2,,,49.32875086530756,,,0
2025-04-01 11:25:00,A1,22.437763818902088,36.2988344837538,,,,0
2025-04-01 11:30:00,A1,28.506180199896253,55.695242994735125,,,,0
2025-04-01 11:35:00,A2,,,62.41866348872618,,,0
2025-04-01 11:40:00,A1,28.78737303375012,53.259914081221105,,,,0
2025-04-01 11:45:00,A4,,,,,8.180843427143385,0
2025-04-01 11:50:00,A2,,,68.08266597532588,,,0
2025-04-01 11:55:00,A2,,,46.51010240689233,,,0
2025-04-01 12:00:00,A2,,,54.36080805629046,,,0
2025-04-01 12:05:00,A1,20.89483637319164,36.39993143425354,,,,0
2025-04-01 12:10:00,A3,,,,112.5476735624637,,0
2025-04-01 12:15:00,A4,,,,,7.532807394996865,0
2025-04-01 12:20:00,A2,,,49.843982201884685,,,0
2025-04-01 12:25:00,A1,30.31032398717351,35.42681226958841,,,,0
2025-04-01 12:30:00,A1,31.401444844074312,37.717452139631824,,,,0
2025-04-01 12:35:00,A2,,,55.61267635391383,,,0
2025-04-01 12:40:00,A4,,,,,8.333639125369446,0
2025-04-01 12:45:00,A2,,,62.90332468988751,,,0
2025-04-01 12:50:00,A2,,,56.37187026565795,,,0
2025-04-01 12:55:00,A3,,,,109.92142264771003,,0
2025-04-01 13:00:00,A3,,,,90.3768521699789,,0
2025-04-01 13:05:00,A4,,,,,6.9111289759114936,0
2025-04-01 13:10:00,A3,,,,93.46269270805495,,0
2025-04-01 13:15:00,A1,28.647917424343174,54.05177110064834,,,,0
2025-04-01 13:20:00,A3,,,,103.87156032747211,,0
2025-04-01 13:25:00,A3,,,,170.52766653909165,,1
2025-04-01 13:30:00,A3,,,,117.80489993050102,,0
2025-04-01 13:35:00,A3,,,,78.6487687879617,,0
2025-04-01 13:40:00,A1,31.709586506564683,55.731958135275306,,,,0
2025-04-01 13:45:00,A2,,,56.594947095211865,,,0
2025-04-01 13:50:00,A4,,,,,11.153481122770765,1
2025-04-01 13:55:00,A2,,,64.04540658857769,,,0
2025-04-01 14:00:00,A1,26.97530302136211,40.890516825608685,,,,0
2025-04-01 14:05:00,A3,,,,110.07627101692378,,0
2025-04-01 14:10:00,A1,27.432343761660807,48.364713008148094,,,,0
2025-04-01 14:15:00,A3,,,,105.23933566212958,,0
2025-04-01 14:20:00,A4,,,,,8.127641905369103,0
2025-04-01 14:25:00,A3,,,,122.93622644554303,,0
2025-04-01 14:30:00,A2,,,58.91451786809204,,,0
2025-04-01 14:35:00,A4,,,,,7.677160647751685,0
2025-04-01 14:40:00,A2,,,51.230210939404344,,,0
2025-04-01 14:45:00,A3,,,,92.40375773619044,,0
2025-04-01 14:50:00,A1,22.49430869725171,32.25384719317294,,,,0
2025-04-01 14:55:00,A2,,,55.18607706763491,,,0
2025-04-01 15:00:00,A3,,,,93.28643119559366,,0
2025-04-01 15:05:00,A4,,,,,7.8599103807888815,0
2025-04-01 15:10:00,A4,,,,,9.054708670242462,0
2025-04-01 15:15:00,A2,,,62.20146560090358,,,0
2025-04-01 15:20:00,A3,,,,93.92673171680343,,0
2025-04-01 15:25:00,A3,,,,78.28751610287509,,1
2025-04-01 15:30:00,A3,,,,107.45918373334652,,0
2025-04-01 15:35:00,A2,,,75.2738415191846,,,1
2025-04-01 15:40:00,A4,,,,,7.035728058919088,0
2025-04-01 15:45:00,A1,27.540164205876476,48.029745800307566,,,,0
2025-04-01 15:50:00,A2,,,46.85409594463229,,,0
2025-04-01 15:55:00,A4,,,,,6.177185091521139,0
2025-04-01 16:00:00,A2,,,30.46404791572113,,,1
2025-04-01 16:05:00,A1,24.794429418888498,50.431492486524434,,,,0
2025-04-01 16:10:00,A2,,,63.13995555729324,,,0
2025-04-01 16:15:00,A4,,,,,4.224805119172245,1
2025-04-01 16:20:00,A1,27.178955982237895,38.52905497872603,,,,0
2025-04-01 16:25:00,A4,,,,,7.450671655162677,0
2025-04-01 16:30:00,A3,,,,101.44939099960504,,0
2025-04-01 16:35:00,A4,,,,,8.004534033732352,0
2025-04-01 16:40:00,A4,,,,,6.408399870415283,0
2025-04-01 16:45:00,A4,,,,,9.107565212139166,0
2025-04-01 16:50:00,A4,,,,,7.655531627435649,0
2025-04-01 16:55:00,A2,,,54.16264428494717,,,0
2025-04-01 17:00:00,A3,,,,97.19928845295628,,0
2025-04-01 17:05:00,A4,,,,,7.169520221758832,0
2025-04-01 17:10:00,A3,,,,76.51519575492273,,0
2025-04-01 17:15:00,A3,,,,90.05378962628889,,0
2025-04-01 17:20:00,A3,,,,85.71564584221312,,0
2025-04-01 17:25:00,A1,35.83395887636693,52.33768220810352,,,,1
2025-04-01 17:30:00,A2,,,36.181592112764946,,,1
2025-04-01 17:35:00,A4,,,,,7.5767146739047595,0
2025-04-01 17:40:00,A2,,,50.51505657772143,,,0
2025-04-01 17:45:00,A4,,,,,7.762307304212057,0
2025-04-01 17:50:00,A1,31.27073286084544,49.23820444584331,,,,0
2025-04-01 17:55:00,A4,,,,,6.53259736835421,0
2025-04-01 18:00:00,A3,,,,88.122800704424,,0
2025-04-01 18:05:00,A4,,,,,6.992770712994596,0
2025-04-01 18:10:00,A4,,,,,5.855884041394602,0
2025-04-01 18:15:00,A2,,,66.86059515071229,,,0
2025-04-01 18:20:00,A3,,,,86.1300162583034,,0
2025-04-01 18:25:00,A1,28.533417826655732,53.42034657052138,,,,0
2025-04-01 18:30:00,A4,,,,,8.443577547402606,0
2025-04-01 18:35:00,A4,,,,,10.710302703655666,0
2025-04-01 18:40:00,A1,24.646131863720413,52.706320293576724,,,,0
2025-04-01 18:45:00,A1,15.495580381974694,46.59667585140984,,,,1
2025-04-01 18:50:00,A2,,,82.46228798560702,,,1
2025-04-01 18:55:00,A2,,,54.7804649501432,,,0
2025-04-01 19:00:00,A3,,,,75.46194301597889,,0
2025-04-01 19:05:00,A4,,,,,7.125301462575714,0
2025-04-01 19:10:00,A4,,,,,9.057708855399868,0
2025-04-01 19:15:00,A1,24.191127594399635,47.90307471016677,,,,0
2025-04-01 19:20:00,A1,23.92456904754008,56.47947723726006,,,,0
2025-04-01 19:25:00,A3,,,,120.40169759914265,,0
2025-04-01 19:30:00,A1,30.66352303884352,37.35003517135011,,,,0
2025-04-01 19:35:00,A1,22.273029676319414,40.169335083190994,,,,0
2025-04-01 19:40:00,A2,,,58.3312119356396,,,0
2025-04-01 19:45:00,A1,25.005034850011963,55.768426695156215,,,,0
2025-04-01 19:50:00,A2,,,29.520668112462133,,,1
2025-04-01 19:55:00,A2,,,53.26652975153802,,,0
2025-04-01 20:00:00,A3,,,,101.74523121249709,,0
2025-04-01 20:05:00,A2,,,52.100737468036336,,,0
2025-04-01 20:10:00,A1,24.31024055082751,58.489080294737214,,,,0
2025-04-01 20:15:00,A2,,,59.08020056794791,,,0
2025-04-01 20:20:00,A1,22.616121267948078,56.58605392369572,,,,0
2025-04-01 20:25:00,A3,,,,128.89798576121214,,0
2025-04-01 20:30:00,A4,,,,,8.944130430171443,0
2025-04-01 20:35:00,A2,,,36.15919438859015,,,1
2025-04-01 20:40:00,A2,,,73.89089073085574,,,1
2025-04-01 20:45:00,A1,23.891616296195263,54.782105527589955,,,,0
2025-04-01 20:50:00,A1,26.604008054620024,40.21452299527344,,,,0
2025-04-01 20:55:00,A4,,,,,8.470698003702262,0
2025-04-01 21:00:00,A1,24.256011870435366,53.084117115099275,,,,0
2025-04-01 21:05:00,A3,,,,153.10029018220663,,1
2025-04-01 21:10:00,A4,,,,,10.23002710467412,1
2025-04-01 21:15:00,A4,,,,,9.365399476385342,0
2025-04-01 21:20:00,A4,,,,,6.111675133747752,0
2025-04-01 21:25:00,A3,,,,115.51334716796354,,0
2025-04-01 21:30:00,A4,,,,,9.105454465973452,0
2025-04-01 21:35:00,A3,,,,112.27965303334106,,0
2025-04-01 21:40:00,A2,,,57.85827273329671,,,0
2025-04-01 21:45:00,A1,26.306816213923803,45.83150074114367,,,,0
2025-04-01 21:50:00,A4,,,,,9.222203193179109,0
2025-04-01 21:55:00,A4,,,,,9.8768526915785,0
2025-04-01 22:00:00,A4,,,,,9.381659323927616,0
2025-04-01 22:05:00,A4,,,,,8.822752911895465,0
2025-04-01 22:10:00,A2,,,52.56149072683403,,,0
2025-04-01 22:15:00,A3,,,,109.72116778583379,,0
2025-04-01 22:20:00,A3,,,,76.12748723764491,,0
2025-04-01 22:25:00,A3,,,,93.09777203214755,,0
2025-04-01 22:30:00,A2,,,72.63751123298773,,,1
2025-04-01 22:35:00,A4,,,,,7.3032165608216015,0
2025-04-01 22:40:00,A2,,,46.70712915440086,,,0
2025-04-01 22:45:00,A4,,,,,6.655579320301364,0
2025-04-01 22:50:00,A1,36.22529515250239,47.05607058144642,,,,1
2025-04-01 22:55:00,A3,,,,103.87499932163536,,0
2025-04-01 23:00:00,A3,,,,78.79899985011603,,0
2025-04-01 23:05:00,A3,,,,135.2990415440276,,0
2025-04-01 23:10:00,A3,,,,82.92787715949537,,0
2025-04-01 23:15:00,A4,,,,,9.088978457899941,0
2025-04-01 23:20:00,A3,,,,87.5689158855807,,0
2025-04-01 23:25:00,A2,,,48.73381390884556,,,0
2025-04-01 23:30:00,A2,,,54.76716826663118,,,0
2025-04-01 23:35:00,A4,,,,,6.182990551278762,0
2025-04-01 23:40:00,A3,,,,108.56894130413329,,0
2025-04-01 23:45:00,A2,,,57.16817455424854,,,0
2025-04-01 23:50:00,A3,,,,77.27230168841714,,0
2025-04-01 23:55:00,A1,21.655769829042484,58.03675395977901,,,,0
2025-04-02 00:00:00,A2,,,47.61541531629119,,,0
2025-04-02 00:05:00,A1,22.028375880372003,40.72388788639957,,,,0
2025-04-02 00:10:00,A2,,,48.437372861128246,,,0
2025-04-02 00:15:00,A4,,,,,1.0788421510174566,1
2025-04-02 00:20:00,A3,,,,79.41304823673684,,0
2025-04-02 00:25:00,A4,,,,,9.429875600949394,0
2025-04-02 00:30:00,A1,21.203135044199797,39.0114613588754,,,,0
2025-04-02 00:35:00,A4,,,,,4.320879458267966,1
2025-04-02 00:40:00,A4,,,,,13.172590921044053,1
2025-04-02 00:45:00,A1,29.855336365358806,32.37579661030488,,,,0
2025-04-02 00:50:00,A3,,,,68.61052466084543,,1
2025-04-02 00:55:00,A4,,,,,7.107814920631389,0
2025-04-02 01:00:00,A2,,,52.805453353506884,,,0
2025-04-02 01:05:00,A4,,,,,6.619478446733294,0
2025-04-02 01:10:00,A4,,,,,8.928372814231217,0
2025-04-02 01:15:00,A4,,,,,7.826217419813653,0
2025-04-02 01:20:00,A1,27.502419483429488,38.43037726782311,,,,0
2025-04-02 01:25:00,A1,30.542304728704597,53.99651360347629,,,,0
2025-04-02 01:30:00,A2,,,50.23011953451661,,,0
2025-04-02 01:35:00,A3,,,,94.81218019337292,,0
2025-04-02 01:40:00,A2,,,49.56304405914989,,,0
2025-04-02 01:45:00,A1,26.522973150293556,59.91054111943315,,,,0
2025-04-02 01:50:00,A4,,,,,7.158648902172211,0
2025-04-02 01:55:00,A4,,,,,6.749083415967585,0
2025-04-02 02:00:00,A2,,,58.96949564966956,,,0
2025-04-02 02:05:00,A3,,,,90.34234914677742,,0
2025-04-02 02:10:00,A4,,,,,3.4020674417346135,1
2025-04-02 02:15:00,A3,,,,111.8392820057717,,0
2025-04-02 02:20:00,A2,,,48.123970759345156,,,0
2025-04-02 02:25:00,A2,,,54.786642322697375,,,0
2025-04-02 02:30:00,A3,,,,99.00347556182705,,0
2025-04-02 02:35:00,A1,29.778363582324747,65.19045905184245,,,,1
2025-04-02 02:40:00,A3,,,,88.21664527608061,,0
2025-04-02 02:45:00,A4,,,,,9.125786214119074,0
2025-04-02 02:50:00,A4,,,,,9.59888988460197,0
2025-04-02 02:55:00,A4,,,,,9.201575754540144,0
2025-04-02 03:00:00,A1,18.9560156186293,43.40413205971868,,,,0
2025-04-02 03:05:00,A3,,,,116.30694605168301,,0
2025-04-02 03:10:00,A1,31.44201198213868,62.34827338603746,,,,1
2025-04-02 03:15:00,A1,23.174341347816302,58.175305233393786,,,,0
2025-04-02 03:20:00,A3,,,,82.8748264491628,,0
2025-04-02 03:25:00,A2,,,49.510727946441214,,,0
2025-04-02 03:30:00,A4,,,,,9.03139878921511,0
2025-04-02 03:35:00,A2,,,55.206364706277014,,,0
2025-04-02 03:40:00,A4,,,,,9.879379612860603,0
2025-04-02 03:45:00,A4,,,,,8.902244896490561,0
2025-04-02 03:50:00,A4,,,,,8.570159655293851,0
2025-04-02 03:55:00,A3,,,,102.72831995311466,,0
2025-04-02 04:00:00,A1,22.689230440553533,60.311561757783885,,,,0
2025-04-02 04:05:00,A3,,,,90.79254907052511,,0
2025-04-02 04:10:00,A4,,,,,6.1768469285379535,0
2025-04-02 04:15:00,A4,,,,,8.985972108626026,0
2025-04-02 04:20:00,A1,29.393760126114092,61.91521178570558,,,,0
2025-04-02 04:25:00,A3,,,,113.32448265992952,,0
2025-04-02 04:30:00,A1,23.30246160207873,54.43492117337676,,,,0
2025-04-02 04:35:00,A4,,,,,6.55933374012047,0
2025-04-02 04:40:00,A1,28.988693995664246,37.38961182840906,,,,0
2025-04-02 04:45:00,A4,,,,,8.278818018233903,0
2025-04-02 04:50:00,A2,,,53.60412363643727,,,0
2025-04-02 04:55:00,A4,,,,,8.583224237622375,0
2025-04-02 05:00:00,A1,22.421463154272878,37.50710838763375,,,,0
2025-04-02 05:05:00,A2,,,67.68212893854846,,,0
2025-04-02 05:10:00,A4,,,,,7.347755644638612,0
2025-04-02 05:15:00,A4,,,,,11.476125203798944,1
2025-04-02 05:20:00,A2,,,61.31278949725558,,,0
2025-04-02 05:25:00,A3,,,,104.34874541466236,,0
2025-04-02 05:30:00,A4,,,,,10.165711169697092,1
2025-04-02 05:35:00,A4,,,,,7.045295664869667,0
2025-04-02 05:40:00,A2,,,47.062101936865076,,,0
2025-04-02 05:45:00,A3,,,,73.78622500617575,,0
2025-04-02 05:50:00,A3,,,,100.71510138891051,,0
2025-04-02 05:55:00,A4,,,,,6.816064695384648,0
2025-04-02 06:00:00,A2,,,59.99901350451152,,,0
2025-04-02 06:05:00,A2,,,71.2735856951395,,,0
2025-04-02 06:10:00,A2,,,46.73601754509345,,,0
2025-04-02 06:15:00,A3,,,,126.62874828743378,,0
2025-04-02 06:20:00,A4,,,,,8.70331135794001,0
2025-04-02 06:25:00,A3,,,,86.91789908545223,,0
2025-04-02 06:30:00,A3,,,,84.8385080522322,,0
2025-04-02 06:35:00,A4,,,,,8.892217226791907,0
2025-04-02 06:40:00,A4,,,,,9.793391934372394,0
2025-04-02 06:45:00,A3,,,,113.19782831933699,,0
2025-04-02 06:50:00,A4,,,,,8.502913623733406,0
2025-04-02 06:55:00,A3,,,,109.69363032641871,,0
2025-04-02 07:00:00,A2,,,48.557054279611066,,,0
2025-04-02 07:05:00,A2,,,55.308071473036904,,,0
2025-04-02 07:10:00,A4,,,,,10.137230256096633,1
2025-04-02 07:15:00,A4,,,,,9.218467224783693,0
2025-04-02 07:20:00,A2,,,61.558064070568264,,,0
2025-04-02 07:25:00,A1,30.7542868530457,58.8698675991141,,,,1
2025-04-02 07:30:00,A3,,,,89.69407686970438,,0
2025-04-02 07:35:00,A4,,,,,5.7438136026181565,1
2025-04-02 07:40:00,A2,,,48.240444390067886,,,0
2025-04-02 07:45:00,A2,,,73.66086222643892,,,1
2025-04-02 07:50:00,A3,,,,112.41599441339409,,0
2025-04-02 07:55:00,A4,,,,,9.051903757338215,0
2025-04-02 08:00:00,A3,,,,97.11427055235731,,0
2025-04-02 08:05:00,A4,,,,,7.720749890938593,0
2025-04-02 08:10:00,A4,,,,,9.795509803794683,0
2025-04-02 08:15:00,A1,30.08604237583792,59.007698138269596,,,,0
2025-04-02 08:20:00,A2,,,60.44460496332037,,,0
2025-04-02 08:25:00,A3,,,,114.61439220028153,,0
2025-04-02 08:30:00,A1,22.28620529053329,56.545300551562995,,,,0
2025-04-02 08:35:00,A1,23.522485490275574,54.57552425909446,,,,0
2025-04-02 08:40:00,A1,27.764347632622606,48.14233747677057,,,,0
2025-04-02 08:45:00,A3,,,,105.51696575183736,,0
2025-04-02 08:50:00,A1,24.287390106786653,51.393299454544255,,,,0
2025-04-02 08:55:00,A1,21.6366077306761,54.15523511342543,,,,0
2025-04-02 09:00:00,A3,,,,96.52211847342191,,0
2025-04-02 09:05:00,A2,,,47.48919433737072,,,0
2025-04-02 09:10:00,A2,,,62.32168381077364,,,0
2025-04-02 09:15:00,A1,23.23293267065215,53.05470591072291,,,,0
2025-04-02 09:20:00,A4,,,,,7.125063997788564,0
2025-04-02 09:25:00,A2,,,55.81369295079828,,,0
2025-04-02 09:30:00,A2,,,61.30001651940442,,,0
2025-04-02 09:35:00,A3,,,,87.3225555923315,,0
2025-04-02 09:40:00,A1,26.744740080291145,42.80645168735684,,,,0
2025-04-02 09:45:00,A4,,,,,5.922898091244416,0
2025-04-02 09:50:00,A2,,,66.74142941054258,,,1
2025-04-02 09:55:00,A3,,,,111.0174700082006,,0
2025-04-02 10:00:00,A4,,,,,8.522206692048153,0
2025-04-02 10:05:00,A4,,,,,9.213918407681069,0
2025-04-02 10:10:00,A2,,,50.11809737643326,,,0
2025-04-02 10:15:00,A4,,,,,4.935910591839313,1
2025-04-02 10:20:00,A3,,,,95.21092377711643,,0
2025-04-02 10:25:00,A3,,,,75.31134082884512,,1
2025-04-02 10:30:00,A1,26.407749476554297,46.68311748296447,,,,0
2025-04-02 10:35:00,A1,30.19057183949627,40.54338024676286,,,,0
2025-04-02 10:40:00,A4,,,,,9.292579952921281,0
2025-04-02 10:45:00,A3,,,,108.23974580854114,,0
2025-04-02 10:50:00,A2,,,50.599552863669224,,,0
2025-04-02 10:55:00,A3,,,,101.69975689389047,,0
2025-04-02 11:00:00,A2,,,48.23385212335971,,,0
2025-04-02 11:05:00,A2,,,51.576055508052704,,,0
2025-04-02 11:10:00,A1,22.1461957333087,45.67952166687505,,,,0
2025-04-02 11:15:00,A4,,,,,2.820880596327205,1
2025-04-02 11:20:00,A2,,,73.30404398030205,,,1
2025-04-02 11:25:00,A4,,,,,8.505728816024257,0
2025-04-02 11:30:00,A2,,,49.572927065497346,,,0
2025-04-02 11:35:00,A3,,,,109.80505016157198,,0
2025-04-02 11:40:00,A3,,,,83.53818637491564,,0
2025-04-02 11:45:00,A3,,,,97.91393427271498,,0
2025-04-02 11:50:00,A4,,,,,9.746081389305806,0
2025-04-02 11:55:00,A3,,,,95.99248292159004,,0
2025-04-02 12:00:00,A3,,,,107.97643070686276,,0
2025-04-02 12:05:00,A4,,,,,7.877613015786052,0
2025-04-02 12:10:00,A2,,,52.11047884079577,,,0
2025-04-02 12:15:00,A2,,,45.25534149599383,,,0
2025-04-02 12:20:00,A4,,,,,6.291873566625926,0
2025-04-02 12:25:00,A3,,,,140.0075122122405,,1
